review,clean_review,label
bikin sw gaperna jernih😿 saya hd in 10x pun kalo udh masuk sw pasti burem,bikin sw gaperna jernih hd in x kalo udh masuk sw burem,netral
kenapa nomor hp tidak bisah di buatkan wa,nomor hp bisah buatkan wa,netral
tolong pulihkan kembali aqun wa saya,tolong pulihkan aqun wa,netral
maaf kasih dua bintang dulu kenaph akun whatsap saya ko di batasi gimana cara nyah biar aman tanpa di batas,maaf kasih bintang kenaph akun whatsap ko batasi gimana nyah biar aman batas,netral
buka wa ku.,buka wa ku,netral
"Whatsapp sudah baik dalam hal desain dan KEAMANAN. apalagi cara memudahkan pengguna mereka dalam mengirimkan komunikasi. Tetapi, MOHON DIPERBAIKI dalam sistem BANNED atau PENANGGUHAN AKUN WA dalam penyelidikan salah, SUDAH 3× saya di banned dalam hal apa? SPAM. SPAM SPAM SPAM TRUS, nyatanya? saya ga ada buat spam sama sekali juga. Jadi mohon ya DIPERBAIKI.",whatsapp desain keamanan memudahkan pengguna mengirimkan komunikasi mohon diperbaiki sistem banned penangguhan akun wa penyelidikan salah banned spam spam spam spam trus ga spam mohon ya diperbaiki,netral
updetnya terlalu lala yg lain sudah versi baru punya saya blm bisa,updetnya lala yg versi blm,netral
bintang kasih empat dulu ya..,bintang kasih ya,netral
berguna sekali untuk menghubungi keluarga jauh,berguna menghubungi keluarga,netral
ga bisa daftar,ga daftar,netral
makin burik aja buat upload story cihh,burik aja upload story cihh,netral
kok mau kirim lokasi trikini kok gak bisa2 yah kalau bisa bagi lokasi trkini tapi kalau di hapus tetap bisa di lacak dong. 1 hari gitu jangan hanya 18jm,kirim lokasi trikini gak yah lokasi trkini hapus lacak gitu jm,netral
balikin fitur bio seperti semula!,balikin fitur bio,netral
Coba deh WhatsApp sekarang kasih fitur kayak Ig kalo narok cerita tuh ada arsip ceritanya enak nanti kalo udh ke hapus kan bisa di ambil lagi video atau fotonya😁,coba deh whatsapp kasih fitur kayak ig kalo narok cerita tuh arsip ceritanya enak kalo udh hapus ambil video fotonya,netral
Kenapa sekarang sulit sekali pulihkan pesan di whatapp ya haru minta bantuan siapa ini,sulit pulihkan pesan whatapp ya haru bantuan,netral
"menurutku pilih kasih, masa di ip ada buble chat warna kuning di android gaada",menurutku pilih kasih ip buble chat warna kuning android gaada,netral
update untuk story wa nya supaya bisa hd masak burik setiap bikin sw,update story wa nya hd masak burik bikin sw,netral
akun whatsAp saya yg ada mengunakan orang lain,akun whatsap yg mengunakan orang,netral
knp WA saya ke logout terus tiap hari,knp wa logout,netral
"saya saran kan, ada fitur edit di stastus whatsapp karna ketika status sudah dikirim baru menyadari ada teks yg keliru bisa di rubah, misal kurus seharus nya kursi,.. sekian terimakasih",saran fitur edit stastus whatsapp karna status dikirim menyadari teks yg keliru rubah kurus seharus nya kursi sekian terimakasih,netral
"sering kena spam walah udah ganti kartu perdana, mohon ditinjau dan evaluasi terlebih dahulu sebelum memblokir akun nomor yg di curigai spam. terima kasih",kena spam walah udah ganti kartu perdana mohon ditinjau evaluasi memblokir akun nomor yg curigai spam terima kasih,netral
"mengapa jam di wa saya berbeda, saya sudah mencoba refresh jamnya di hp saya tapi tidak ada berubahan knp ya?",jam wa berbeda mencoba refresh jamnya hp berubahan knp ya,netral
"kendala nya mau bikin story vidio, udh pakai HD ny juga, tapi udh selesai terkirim malah seperti tidak memakai HD kualitas vidio nya.",kendala nya bikin story vidio udh pakai hd ny udh selesai terkirim memakai hd kualitas vidio nya,netral
terimakasih kepada yg membuat whatapp makasih 🫰🫰,terimakasih yg whatapp makasih,netral
memapah wa saya selalu ilang tolong di bantu bos,memapah wa ilang tolong bantu bos,netral
sangat terbantu dari sejak ada menggunakanya,terbantu menggunakanya,netral
"kenapa kok WhatsApp sekarang enggak bisaa buat daftar tiba"" keluar sendirii pas akuuu mau daftar kembali malah enggakk bisaaa gimana ini tolongg pihak WhatsApp🙏🏻🙏🏻",whatsapp bisaa daftar sendirii pas akuuu daftar enggakk bisaaa gimana tolongg whatsapp,netral
saya post status kok langsung keluar,post status langsung,netral
MIN KO NO GW KE BLOKIR PADAHAL GW KG SPM LOH☹️PLS LAH MIN NO PRIBADI UDAH 5X PLS MIN PLS☹️☹️,min ko no gw blokir gw kg spm lohpls min no pribadi udah x pls min pls,netral
sangat berprestasi di wa dan sudah sangat baik mohon kedepan nya lagi lebih baik. Terima kasih,berprestasi wa mohon kedepan nya terima kasih,netral
udah download masi aja di suru download versi resmi gimana coba kirim kode verifikasi juga lama,udah download masi aja suru download versi resmi gimana coba kirim kode verifikasi,netral
tolong ya min kasih fitur buat ngeremove orang yang join di saluran,tolong ya min kasih fitur ngeremove orang join saluran,netral
"WhatsApp, saya tidak mengetahui apa salah saya, tetapi akhir akhir ini WhatsApp saya sering sekali terkena banned, saya sangat risih akan kejadian ini dan akun saya sudah terkena banned selama 4×, mohon segera pulihkan WhatsApp saya seperti normal lagi, saya mohon.",whatsapp salah whatsapp terkena banned risih kejadian akun terkena banned mohon pulihkan whatsapp normal mohon,netral
"makin lama makin aneh apk wa, tidak ada badai tidak ada hujan tiba tiba akun sudah di batasi saja.",aneh apk wa badai hujan akun batasi,netral
"waktu saya ingin mendaftar tiba tiba hp saya tidak bisa di tekan, padahal hp saya tidak rusah dan memorinya full",mendaftar hp tekan hp rusah memorinya full,netral
kenapa ya ngirim balasan status pakai voice note ga bisa ga terkirim,ya ngirim balasan status pakai voice note ga ga terkirim,netral
"apaan bgt sering bug, dri yg gbisa ngirim stic, emoji, bhkan skrng gabisa call/vc. Tolong developer perbaiki lagi!",bgt bug dri yg gbisa ngirim stic emoji bhkan skrng gabisa callvc tolong developer perbaiki,netral
tolong di benahi fitur upload story nya ini punya saya kalau upload foto dan video di WA ini akhir akhir ini sangat buram atau blur dan saya merasa sedikit kurang puas minta tolong segera di benahi,tolong benahi fitur upload story nya upload foto video wa buram blur puas tolong benahi,netral
sangat membantu kerja saya,membantu kerja,netral
"untuk unggahan video di story sering pecah dan buram, walaupun sudah menggunakan kualitas HD.",unggahan video story pecah buram kualitas hd,netral
kenapa aplikasi tidak bisa di gunakan padahal sudah terinstal,aplikasi terinstal,netral
Gk bisa di update,gk update,netral
"tolong tambah kan fitur HD di bagian sw, karna kalo mau pasang story video, yg awalnya HD pas di sw jadi blur, buram, jadi saya saranin tambahin fitur HD di Status nya",tolong fitur hd sw karna kalo pasang story video yg hd pas sw blur buram saranin tambahin fitur hd status nya,netral
download aplikasi watshap,download aplikasi watshap,netral
tolong bantu saya untuk login di whatsapp tnpa menggunakan kode,tolong bantu login whatsapp tnpa kode,netral
mohon di permudah,mohon permudah,netral
kirem no frefikasi,kirem no frefikasi,netral
sangat membantu komikasi,membantu komikasi,netral
apk tolol banyak masalah terus jangan download apk wa,apk tolol download apk wa,netral
Sangat membantu dalam segala hal yg berhubungan dengan telepon juga sms,membantu yg berhubungan telepon sms,netral
"tolong file gambar yang udah di download jadikan JPEG jangan .JPEG, karena tidak bisa dibuka di aplikasi lain,",tolong file gambar udah download jadikan jpeg jpeg dibuka aplikasi,netral
sekarang teh tiba tiba suka logout ngk ngerti kenapa mohon lah di pulihkan kembali buat dagang,teh suka logout ngk ngerti mohon pulihkan dagang,netral
aplikasi tidak muncul di layar hp,aplikasi muncul layar hp,netral
*4 dulu kalo udah ada video call nya sy kasih *5,kalo udah video call nya sy kasih,netral
"tolong WhatsApp hentikan pemblokiran akun, saya telah terkena berkali-kali ku beritahu bahwa aku hanya menggunakan untuk mengirim pesan saja tolonglah aku berkali-kali terkena walaupun aku sudah mematuhi ketentuan WhatsApp",tolong whatsapp hentikan pemblokiran akun terkena berkalikali ku beritahu mengirim pesan tolonglah berkalikali terkena mematuhi ketentuan whatsapp,netral
gaada fitur pertanyaan di sw ih,gaada fitur sw ih,netral
"setiap di sruh update,pasti gak bisa di unduh",sruh updatepasti gak unduh,netral
makin di update makin banyak bug nya,update bug nya,netral
aku beri bintang 3 dulu nanti klo uabdet lgi aku ksih bintang 5,bintang klo uabdet lgi ksih bintang,netral
wa anjirr,wa anjirr,netral
makin gak jelas kenapa pesan yang di di sematkan jadi tidak tersematkan dengan sendirinya,gak pesan sematkan tersematkan,netral
"apk error baru download gbs di buka , memuat mulu",apk error download gbs buka memuat mulu,netral
"Saya udah download tapi tidak bisa di buka knp ya,kata nya whatsapp tidak menanggapi",udah download buka knp yakata nya whatsapp menanggapi,netral
kenapa wa sy baru beli no di blokir dgn alasan sepam. mohon bantuan nya,wa sy beli no blokir dgn alasan sepam mohon bantuan nya,netral
"tolong dong wa nya di update lagi, backsoud distory dikasih detikan yg cukup lama kaya 30detik 1 menit masa cuma 15 detik cepet banget",tolong wa nya update backsoud distory dikasih detikan yg kaya detik menit detik cepet banget,netral
aku mau Nanto Korea sampai selesai jangan bersambung sambung,nanto korea selesai bersambung sambung,netral
sya sngat setuju,sya sngat setuju,netral
whatsap tidak bisa di unduh dan tidak bisa memveririvikasi no,whatsap unduh memveririvikasi no,netral
karan WhatsApp saya tidak ada fitur terbaru,karan whatsapp fitur terbaru,netral
Aplikasi ini kadang gk bisa di buka sekarang sering suruh memperbarui,aplikasi kadang gk buka suruh memperbarui,netral
"Saya puas dengan aplikasi ini dan saran saya agar tidak banyak iklan yang sering muncul , dan memberi bintang 5",puas aplikasi saran iklan muncul bintang,netral
"permisi ini whatsapp saya kena band terus padahal saya sudah mematuhi ketentuan whatsapp, semenjak update whatsapp semakin banyak sekali masalah , tolong di benarkan lagi di sana banyak nomor nya ini gimana ya tolong segera di tinjau karna saya sudah kena band permanen",permisi whatsapp kena band mematuhi ketentuan whatsapp semenjak update whatsapp tolong benarkan nomor nya gimana ya tolong tinjau karna kena band permanen,netral
"ini kenapa ya beberapa kontak sudah tidak bisa dibisukan lagi notifikasinya,, udah setting selang beberapa detik aktif lagi notifikasinya. kenapa sekarang wa begitu?",ya kontak dibisukan notifikasinya udah setting selang detik aktif notifikasinya wa,netral
bintang 1 karena ga bisa login 1 nomor di 2 hp.,bintang ga login nomor hp,netral
banyak bug. harus di perbaiki,bug perbaiki,netral
kenapa tampilan wa sy tidak bisa di tampilkan di depan,tampilan wa sy tampilkan,netral
tolong di hapus kan tombol bisukan suara min🙏,tolong hapus tombol bisukan suara min,netral
aku Aku hanya ingin akun akun lama ku muncul Aku namaku muncul tapi aku nggak ingat kata sandinya,akun akun ku muncul namaku muncul nggak sandinya,netral
mudah mudahan verivikasi code masuk dan terverifikasi secara otomatis,mudah mudahan verivikasi code masuk terverifikasi otomatis,netral
"problem dlm penggunaan apl wathsap mhon dbntu aplikasi yg permanen , dibntu langkah selanjutnya",problem dlm penggunaan apl wathsap mhon dbntu aplikasi yg permanen dibntu langkah,netral
WhatsApp saya selalu Ter blokir tanpa sebab,whatsapp ter blokir,netral
sering gangguan tutup aplikasi tolong perbaiki lagi,gangguan tutup aplikasi tolong perbaiki,netral
"semakin ga jelas, susah sekali untuk aktivasi. minta kode verifikasi bikin mual",ga susah aktivasi kode verifikasi bikin mual,netral
masuk ke akun facebook,masuk akun facebook,netral
"tolong pihak developer WhatsApp diperbaiki atas bug,setiap saya membuat grup selalu di banned dan akun saya dibatasi atas dugaan spam",tolong developer whatsapp diperbaiki bugsetiap grup banned akun dibatasi dugaan spam,netral
"sekedar masukan aja untuk apk WhatsApp jarang terjadi trobel malahan sering update tapi untuk bio atau tentang,kembalikan kejaman dulu yang ada tangal bulan tahun dibuatnya bio tersebut trimasih semoga direspon 🙏🏻",sekedar masukan aja apk whatsapp jarang trobel update bio tentangkembalikan kejaman tangal bio trimasih semoga direspon,netral
ganti hp malah sering kena spam/WA terblokir....,ganti hp kena spamwa terblokir,netral
tidak bisad buka selalu memuat keterangan nya,bisad buka memuat keterangan nya,netral
loding trs padahal kuota masi ada loding trs wa lagi ada masalah kah,loding trs kuota masi loding trs wa kah,netral
pasang wa di layar depan,pasang wa layar,netral
Semua informasi dapat diketahui dalam hitungan menit,informasi hitungan menit,netral
"Ko wa saya g ada yang ngechet ya, apk macam apa ini",ko wa g ngechet ya apk,netral
"Selalu membantu komunikasi informasi apdet pada teman,sodara",membantu komunikasi informasi apdet temansodara,netral
tolong di bantu wa saya tidak bisa di buka,tolong bantu wa buka,netral
"Halo Tim Dukungan WhatsApp, Saya Tidak Bisa Lagi Memakai WhatsApp Karena Spam, Walaupun Akun WhatsApp Saya Tidak Melakukan Pelanggaran Ketentuan WhatsApp,Mungkin Ini adalah kesalahan sistem WhatsApp mohon untuk di tinjau kembali & setelah selesaikan masalah ini terimakasih.",halo tim dukungan whatsapp memakai whatsapp spam akun whatsapp pelanggaran ketentuan whatsappmungkin kesalahan sistem whatsapp mohon tinjau selesaikan terimakasih,netral
what chap nia biin fo lai sa hau atu kredit hee biin obrigada2.sen deit sd hw bn🌺💐🥰😍💕🌺💐bn,what chap nia biin fo lai sa hau atu kredit hee biin obrigadasen deit sd hw bnbn,netral
kembalikan akun wa saya,kembalikan akun wa,netral
kenapa saya GK bisa no wa,gk no wa,netral
kok gabisa didownload yaa,gabisa didownload yaa,netral
whatsap tidak bisa diunduh,whatsap diunduh,netral
Knp klo bikin story' wa blur,knp klo bikin story wa blur,netral
"tolong kalo up status jangan di kompres karena jadi burem dan gak enak di pandang, kalo bisa jangan di kompres yang di bawah 10/5 mb buat di atasnya silakan klo mau di kompres semoga di baca 🙏",tolong kalo up status kompres burem gak enak pandang kalo kompres mb atasnya silakan klo kompres semoga baca,netral
tidak bisa karena butuh berinteraksi jadi tidak bisa mengunakan wasap,butuh berinteraksi mengunakan wasap,netral
gabisa nambah kontak,gabisa nambah kontak,netral
"tolong pihak developer untuk lebih meningkatkan kebijakan saluran yang ada di WhatsApp, karena kebanyakan saluran tersebut awalnya normal namun alih - alih di ganti menjadi situs situs slot, tolong developer untuk meningkatkan kebijakan saluran🙏",tolong developer meningkatkan kebijakan saluran whatsapp kebanyakan saluran normal alih alih ganti situs situs slot tolong developer meningkatkan kebijakan saluran,netral
kasih fitur edit pesan dong biar kaya tele,kasih fitur edit pesan biar kaya tele,netral
tolong bntuan untuk kontak whatsApp saya,tolong bntuan kontak whatsapp,netral
"Assalamualaikum Warahmatullahi Wabarahkatu, Saya Mau Tanya Kenapa Semua Chat Saya Tiba-tiba Hilang Padahal Saya Tidak Pernah Menghapusnya, Tolong Dong Pihak WhatsApp Dijawab, Saya Mau Semua Chat Saya Dikembalikan, Karena Banyak Hal Dan Data-data Yang Sangat Penting Di Chat Tersebut 😭🙏.",assalamualaikum warahmatullahi wabarahkatu chat tibatiba hilang menghapusnya tolong whatsapp chat dikembalikan datadata chat,netral
"kenapa WhatsApp saya sering keluar sendiri,dan pemberitahuan nya login di hp lain, sedangkan saya tidak ada login di hp lain",whatsapp sendiridan pemberitahuan nya login hp login hp,netral
"Tingkatkan pelayanan dan fitur baru dan meningkatkan customer service untuk merespon cepat dan harus mempermudah pengguna dengan fitur saya ingin whats'app meningkatkan versi terbaru mari kita dorong dengan teknologi IA dan stiker lucu,saya ingin fitur aplikasi what'sapp di update supaya mempermudah mssyarakat dan ada pembaruan status yang unik fitur terbaru kedepannya",tingkatkan pelayanan fitur meningkatkan customer service merespon cepat mempermudah pengguna fitur whatsapp meningkatkan versi terbaru mari dorong teknologi stiker lucusaya fitur aplikasi whatsapp update mempermudah mssyarakat pembaruan status unik fitur terbaru kedepannya,netral
"udah update tiba""terbelokir mohon batuannya whatsapp",udah update tibaterbelokir mohon batuannya whatsapp,netral
Tidak bisa memakai aplikasi wa,memakai aplikasi wa,netral
WOY WHATSAPP YANG TERHORMAT TOLONG HAPUS FITUR SEKALI LIHAT!!!! TERIMAKASIH,woy whatsapp terhormat tolong hapus fitur lihat terimakasih,netral
gak bisa dwonload watasap,gak dwonload watasap,netral
yang saya sudah sering update tapi saya tidak menerima update dari wa yang terbaru saat ini,update menerima update wa terbaru,netral
sudah di update ke versi yang baru tapi vitur penting ga muncul salah atunya vilter video call,update versi vitur ga muncul salah atunya vilter video call,netral
kenapa susah masuk sudah pakai kartu baru juga kode Verifikasi belum muncul juga,susah masuk pakai kartu kode verifikasi muncul,netral
kenapa setelah saya instal kembali malah gk bisa beroprasi . dengan tulisan coba lagi nanti ?,instal gk beroprasi tulisan coba,netral
aplikasi ini pembelian dari aplikasi,aplikasi pembelian aplikasi,netral
gk beres ini aplikasi no gue di pke org lain tanpa minta no otp,gk beres aplikasi no gue pke org no otp,netral
tolong dong benerin lagi sistem nya semenjak update kemarin aplikasi wa saya kena riset terus tanpa sebab dan membuat semuanya data data saya hilang terutama data penting pribadi saya,tolong benerin sistem nya semenjak update kemarin aplikasi wa kena riset data data hilang data pribadi,netral
watshap saya tidak boleh di buka no tidak di verifikasi,watshap buka no verifikasi,netral
notifikasi pesen masuk tidak ada,notifikasi pesen masuk,netral
gimna harus pake whatsapp remi mulu,gimna pake whatsapp remi mulu,netral
tidak bisa mendaftarkan akun saya kembali karna wa saya kena spam,mendaftarkan akun karna wa kena spam,netral
setelah WA di update lagi kok bnyk iklan nya yaaa !,wa update bnyk iklan nya yaaa,netral
saya membuat status WhatsApp memakai stiker tetapi stikernya tidak bisa mengecil walau saya sudah cubit kayarnya,status whatsapp memakai stiker stikernya mengecil cubit kayarnya,netral
berharap di buka akun wa nya,berharap buka akun wa nya,netral
ada yang kurang tolong jawab kenapa watthap tidak bisa di edit kalo udah di baca,tolong watthap edit kalo udah baca,netral
mohon kembalikan akun app ini sangat baik,mohon kembalikan akun app,netral
"terlalu banyak pembatasan, setiap hari saya harus menghubungi banyak orang, tapi malah akun saya di batasi, dan blokir karena spam, tolong diperbaiki",pembatasan menghubungi orang akun batasi blokir spam tolong diperbaiki,netral
semoga di update Tan ke depannya di apk watsap bisa unggah video di resulasi 4k 60fps biar seperti tiktok,semoga update tan depannya apk watsap unggah video resulasi k fps biar tiktok,netral
"buat upload foto dan video jadi ngeblur, tolong perbaiki !",upload foto video ngeblur tolong perbaiki,netral
ini kenapa harus pulihkan riwayat chat terus ya.,pulihkan riwayat chat ya,netral
minta otp lewat email KK.karna no saya sudah hilang,otp email kkkarna no hilang,netral
knapa WhatsApp saya tidak resmi,knapa whatsapp resmi,netral
Waduh gimna ini update terbaru ada bug di saat vidio call kadang ada suaranya kadangg ngga ada kondisi hp normal semua sinyal okee gimna ini waduh waduh,gimna update terbaru bug vidio call kadang suaranya kadangg ngga kondisi hp normal sinyal okee gimna,netral
Ga bisa nginstal whatsapp,ga nginstal whatsapp,netral
"🙏🏻Developer saya punya saran untuk anda kembangkan di whatsaap dan sangat berguna.jadi ketika saya sedang video call bersama 2 orang dan mereka menyuruh saya mematikan video call tersebut,mereka tertidur pulas.nah bisakah anda memberikan fitur untuk mematikan video call kami kami bertiga secara bersamaan melalui ponsel.karena jika saya saja yang mematikan video call,mereka berdua akan tetap menyala,jadi kalo bisa update selanjutnya di berikan fitur mematikan video call semua orang.👍🏻",developer saran kembangkan whatsaap bergunajadi video call orang menyuruh mematikan video call tersebutmereka tertidur pulasnah fitur mematikan video call bertiga bersamaan ponselkarena mematikan video callmereka berdua menyalajadi kalo update fitur mematikan video call orang,netral
kenapa WhatsApp saya tidak berfungsi,whatsapp berfungsi,netral
gimana cara kalau main mbk,gimana main mbk,netral
ini knp gbisa di dowload ya? padahal lagi butuh banget,knp gbisa dowload ya butuh banget,netral
Lag vidio call,lag vidio call,netral
sya minta tolong WA nya bs buka... mks,sya tolong wa nya bs buka mks,netral
TDK ada efek kamera,tdk efek kamera,netral
tidak bisa mengirim chat memunculkan gambar jam,mengirim chat memunculkan gambar jam,netral
update nya meresahkah,update nya meresahkah,netral
bisa meng chat saya sendiri,meng chat,netral
GK bisa di daftar lagi. selalu di bilang memuat sudah 1 minggu,gk daftar bilang memuat minggu,netral
"Wa sekarang kenapa, ketika mencadangkan chat lama sekali padahal waktu local sudah berganti dengan waktu terbaru tapi masih status loading mencadangkan, aplikasi aneh dan ngebug",wa mencadangkan chat local berganti terbaru status loading mencadangkan aplikasi aneh ngebug,netral
"tolong dong pihak developer, buat fitur pencarian sesuai tanggal di whatsap grup.. biar memudahkan mencari chat atau gambar sesuai tanggal dan tahun",tolong developer fitur pencarian sesuai tanggal whatsap grup biar memudahkan mencari chat gambar sesuai tanggal,netral
"Tolong ini WhatsApp kenapa tiap nggak dibuka malah reset sendiri? Ada file dan chat penting di situ. Bukan sekali dua kali, dan ini beneran ganggu. Mohon diperbaiki.",tolong whatsapp nggak dibuka reset file chat situ kali beneran ganggu mohon diperbaiki,netral
"kenapa asal blok akun orang sii disitu lagi ada chatan penting buat acaraa, tch",blok akun orang sii disitu chatan acaraa tch,netral
"halo Tim dukungan whatsapp, saya tidak bisa lagi memakai whatsapp karena spam ,walaupun akun whatsapp saya tidak melakukan pelanggaran ketentuan whatsapp, mungkin ini ada kesalahan sistem whatsapp, mohon untuk di tinjau kembali&segera selesaikan masalah ini, Terimakasih",halo tim dukungan whatsapp memakai whatsapp spam akun whatsapp pelanggaran ketentuan whatsapp kesalahan sistem whatsapp mohon tinjau kembalisegera selesaikan terimakasih,netral
"sering update dan kali ini update nya tidak masuk akal, bio wa yang seharusnya tidak ada batas waktu sekarang menjadi ada, kami lelah jika harus mengganti bio setiap waktu dan setiap saat, tidak seharusnya itu ada batasan waktu kan, jadi tolong ganti dengan yang tidak pakai batasan waktu",update kali update nya masuk akal bio wa batas lelah mengganti bio batasan tolong ganti pakai batasan,netral
"Halo admin whatsapp,saya mohon buka kembali akun whatsapp saya karena saya tidak melakukan spam,saat ini kemungkinan akun whatsapp saya sedang di retas oleh orang tidak bertanggung jawab dan melakukan pelanggaran saya mohon untuk membuka kembali akun whatsapp saya agar bisa di gunakan kembali karena sangat penting, terimakasih.",halo admin whatsappsaya mohon buka akun whatsapp spamsaat akun whatsapp retas orang bertanggung pelanggaran mohon membuka akun whatsapp terimakasih,netral
"WHATSAPPP PLISS ADAIN FITUR STORY ARSIP MACAM IG PLISS, PENGEN LIHAT KENANGAN DULU DULU😞🥺🙏",whatsappp pliss adain fitur story arsip ig pliss pengen lihat kenangan,netral
"dari pihak WA boleh tambahin fitur matikan telfon otomatis ga, soalnya untuk anak gen z banyak yang sleepcall pas mau tidur malam jadi biar bisa mati otomatis saat call",wa tambahin fitur matikan telfon otomatis ga anak gen z sleepcall pas tidur malam biar mati otomatis call,netral
setelah update wa malah memuat terus akun ke2 keluar dengan sendirinya padahal biasanya gak papa. Memuat pesan nya untuk balik lagi sangat lama sekali,update wa memuat akun gak papa memuat pesan nya,netral
"hai whatsapp mohon kerja sama nya, akun saya jangan di blokir karna spam selalu,saya bekerja sebagai kurir paket,sata perlu menghubungi banyak orang",hai whatsapp mohon kerja nya akun blokir karna spam selalusaya kurir paketsata menghubungi orang,netral
ini kenapa lagi wa kok wa anak saya tiba2 di blokir....,wa wa anak blokir,netral
kenapa kalo ada yang liat sw kita yang bisa liat cuma yang like aja,kalo liat sw liat like aja,netral
Frifikasi nomer nya lama kode otp ga muncul muncul,frifikasi nomer nya kode otp ga muncul muncul,netral
Tetap jaya,jaya,netral
"itu di grup fitur buat ""hapus untuk semua orang"" nya jangan cuma bisa 1 pesan aja lah, kita sebagai admin kesulitan untuk menghapus stiker jomok yang di spam oleh member kontrol anjir",grup fitur hapus orang nya pesan aja admin kesulitan menghapus stiker jomok spam member kontrol anjir,netral
konaba ba Esperiensia nebe durante Hau uja whatsApp Messenger nee Hau Senti Diak iha komunikasi yang vc no call,konaba ba esperiensia nebe durante hau uja whatsapp messenger nee hau senti diak iha komunikasi vc no call,netral
"posting ini itu jadi pecah, status bio juga menghilang tidak permanen",posting pecah status bio menghilang permanen,netral
"coba min foto yg di kasih lagu jadiin ga ngeblur, setiap posting foto pake lagu ngeblur terus, tolong biar HD in ya min",coba min foto yg kasih lagu jadiin ga ngeblur posting foto pake lagu ngeblur tolong biar hd in ya min,netral
whatsapp tidak bisa di buka,whatsapp buka,netral
oi kok kaga bisa masuk,oi kaga masuk,netral
Tidak bisa di instal,instal,netral
wa resmi,wa resmi,netral
kenapa WhatsApp messenger inu ga bisa di download,whatsapp messenger inu ga download,netral
ini kenapa wa aku tiba2 di ban padahal ga pake wa gb tolong di fix soalnya banyak data penting di grup nya.,wa ban ga pake wa gb tolong fix data grup nya,netral
apa lah yang reting 2 kan ini juga kebutuhan kita untuk komunikasi sama orang yang jauh,reting kebutuhan komunikasi orang,netral
knp selalu logout sendiri katanya nomor sudah kadaluwarsa padahal sudah ku update nomor yg masih aktif,knp logout nomor kadaluwarsa ku update nomor yg aktif,netral
di hp saya tidak bisa di buka knp?,hp buka knp,netral
"saya merasa fbpro sangat baik dan bermamfaat serta beruntung menjadi karyawan Meta.Karena bisa mendapat banyak sahabat dari banyak negara, selalu mendapat informasi tentang perkembangan dunia,serta saling suport satu sama lain, dan juga bisa menambah penghasilan saya walaupun sedikit . Akan tetapi akun saya selalu ada masalah dan selalu ada pembaharuan, jadi kalau masih bisa, Tolong pulihkan kembali akun saya, saya sangat membutuhkan aplikasi fbPro, saya mau berkarya di dunia FbPro. Salam.",fbpro bermamfaat beruntung karyawan metakarena sahabat negara informasi perkembangan duniaserta suport menambah penghasilan akun pembaharuan tolong pulihkan akun membutuhkan aplikasi fbpro berkarya dunia fbpro salam,netral
tidak bisa mendaftarkan nomor telepon,mendaftarkan nomor telepon,netral
"saya mencoba login , tetapi saya disuruh untuk mendownload whatsapp resmi , maksud nya apa? , saya menggunakan whatssap yang seperti dulu , dn disini kebanyakan bug atau error, tolong perbaiki, agar apk whatsapp ini menjadi lebih baik dri sebelumnya.",mencoba login disuruh mendownload whatsapp resmi maksud nya whatssap dn kebanyakan bug error tolong perbaiki apk whatsapp dri,netral
WhatsApp sekarang gampang ke blokir,whatsapp gampang blokir,netral
"wa eror kontak yang di sematkan masa lepas sendiri dari semat , perbaikin lh apk wa min",wa eror kontak sematkan lepas semat perbaikin lh apk wa min,netral
"awal nya saya menggunakan WhatsApp Bissneas,ada dapat kendala ,,Ahir nya saya skarang menggunakan WhatsApp messenger,,smoga lancar lancar saja",nya whatsapp bissneasada kendala ahir nya skarang whatsapp messengersmoga lancar lancar,netral
Akun mudah terkena blokir padahal kagak di pke apa Apa tiba tiba ke blokir terus langsung di blokir permanen dasar wa baperan,akun mudah terkena blokir kagak pke blokir langsung blokir permanen dasar wa baperan,netral
pulihan wassp app.kaena saya sangat membutuhkan,pulihan wassp appkaena membutuhkan,netral
adain fitur siaran langsung (live) dongg biar seru aja berbagi pengalaman secara langsung sama temen kontak,adain fitur siaran langsung live dongg biar seru aja berbagi pengalaman langsung temen kontak,netral
"setelah di update kenapa waktu nya berbeda dengan waktu di hp dan penunjukkan setiap ada pesan waktunya sudah tahun baru aja,coba gmn ini",update nya berbeda hp penunjukkan pesan ajacoba gmn,netral
Gk bisa di download,gk download,netral
Karena di batasi waktu ke dua kalinya nunggu nya juga lama 5 jam mohon di perbaiki ya,batasi kalinya nunggu nya jam mohon perbaiki ya,netral
mohon bantuannya..kenapa wa saya selalu terbokir ..mohon d bantu karna wa saya pakai buat komunikasi dg keluarga dan kerabat,mohon bantuannyakenapa wa terbokir mohon d bantu karna wa pakai komunikasi dg keluarga kerabat,netral
membantu buat komunikasi,membantu komunikasi,netral
knpa no saya tidak dapat pake akun??,knpa no pake akun,netral
ke apa wa sekarang tidak bisa bisukan notifikasi perseorangan .? atau grup ?? harus di samakan fitur ini ke sebelumnya,wa bisukan notifikasi perseorangan grup samakan fitur,netral
"Saya baru beli Hp baru Oppo awalanya lancar ga ada masalh tiba tiba washapp salah terkena spam , mohon dibantu untuk memecahkan masalh ini",beli hp oppo awalanya lancar ga masalh washapp salah terkena spam mohon dibantu memecahkan masalh,netral
